custom_id,source_id,source_split,intensity_level,base_text,target_emotion,opposite_emotion,alpha,steering_mode,layer,generated_text,target_emotion_intensity,opposite_emotion_intensity,meaning_preservation,fluency_naturalness,oversteering_artifact,brief_rationale
position_mode_0000985,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is fluent and natural with good meaning preservation, but it only slightly conveys joy and does not show sadness; no oversteering artifacts are present."
position_mode_0000986,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves the meaning well but shows only a slight hint of joy and minimal sadness, with no oversteering artifacts."
position_mode_0000987,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of joy and minimal sadness, with no oversteering artifacts."
position_mode_0000988,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is fluent and natural, preserves most of the meaning, but shows only a slight hint of joy without any sadness or artifacts."
position_mode_0000989,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and natural with good meaning preservation but shows minimal joy and no sadness, reflecting a neutral tone rather than strong emotion."
position_mode_0000990,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is fluent and natural with good meaning preservation but shows only a slight hint of joy, lacking strong emotional cues."
position_mode_0000991,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,The rewrite is natural and preserves meaning well but only lightly conveys joy without strong emotional markers.
position_mode_0000992,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is natural and preserves meaning well but only slightly conveys joy, lacking strong joyful expressions."
position_mode_0000993,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild positive tone with natural phrasing and preserves the original meaning well, but the expression of joy is subtle rather than strong."
position_mode_0000994,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of joy, lacking strong joyful expressions."
position_mode_0000995,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,joy,sadness,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,0,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of joy, lacking strong joyful expression."
position_mode_0000996,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0000997,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0000998,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0000999,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any oversteering artifacts."
position_mode_0001000,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0001001,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite conveys a mild sense of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0001002,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,0,8,9,0,"The rewrite conveys a moderate level of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0001003,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,0,8,9,0,"The rewrite conveys a moderate level of trust through polite and open phrasing, preserves the original meaning well, and is fluent without any artifacts."
position_mode_0001004,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",6,0,8,9,0,"The rewrite conveys a friendly and open tone that suggests trust, preserves the original meaning well, and is fluent without any exaggerated emotional markers."
position_mode_0001005,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,0,9,9,0,"The rewrite conveys a polite and open tone that suggests trust, preserves the original meaning well, and is fluent without any exaggerated emotional markers."
position_mode_0001006,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,trust,disgust,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",3,0,8,9,0,"The rewrite is fluent and natural, preserves most of the original meaning, and conveys mild trust through the polite and flexible tone, but the expression of trust is subtle rather than strong."
position_mode_0001007,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001008,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and natural, preserves the meaning fairly well, but does not convey any fear or anger."
position_mode_0001009,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,The rewrite is fluent and preserves the original meaning well but does not convey any fear or anger.
position_mode_0001010,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001011,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,The rewrite is fluent and preserves the meaning fairly well but does not convey any fear or anger.
position_mode_0001012,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,The rewrite is fluent and preserves the meaning fairly well but does not convey any fear or anger.
position_mode_0001013,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001014,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001015,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001016,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001017,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no fear and no anger, lacking emotional steering."
position_mode_0001018,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves the meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001019,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves the meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001020,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001021,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001022,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001023,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001024,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,3,8,9,1,"The rewrite is fluent and preserves meaning well but shows only mild surprise and some anticipation, with minimal emotional oversteering."
position_mode_0001025,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves the meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001026,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001027,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,3,8,9,0,"The rewrite is fluent and preserves meaning well but shows only mild surprise and some anticipation, with no oversteering artifacts."
position_mode_0001028,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,surprise,anticipation,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",2,1,8,9,0,"The rewrite is fluent and preserves the meaning well but shows only a slight hint of surprise and minimal anticipation, with no oversteering artifacts."
position_mode_0001029,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,8,0,"The rewrite is fluent and preserves most of the meaning but shows very little sadness and a slight hint of joy, with no oversteering artifacts."
position_mode_0001030,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows little sadness and slightly more neutral or positive tone, lacking clear sadness expression."
position_mode_0001031,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,1,8,8,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no sadness or joy, making it emotionally neutral."
position_mode_0001032,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,8,0,"The rewrite is fluent and preserves the meaning fairly well but shows little sadness and slightly more neutral or positive tone, lacking clear sadness expression."
position_mode_0001033,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,8,0,"The rewrite is fluent and preserves most of the meaning but shows almost no sadness and no joy, making it neutral rather than sad."
position_mode_0001034,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,8,0,"The rewrite is fluent and preserves the meaning fairly well but shows little sadness and slightly more neutral or positive tone, lacking clear sadness expression."
position_mode_0001035,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no sadness and a slight hint of joy, with no oversteering artifacts."
position_mode_0001036,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows very little sadness and slightly more neutral or positive tone, lacking clear expression of the target emotion."
position_mode_0001037,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no sadness, making it neutral rather than sad."
position_mode_0001038,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,9,0,"The rewrite is fluent and preserves meaning well but shows very little sadness and slightly more neutral or positive tone, lacking the requested sadness intensity."
position_mode_0001039,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,sadness,joy,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",1,2,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows almost no sadness and a slight hint of joy, with no oversteering artifacts."
position_mode_0001040,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust and slightly leans toward trust; meaning is mostly preserved with no emotional oversteering.
position_mode_0001041,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any expression of disgust and slightly conveys trust; meaning is mostly preserved with no emotional oversteering artifacts.
position_mode_0001042,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust; it slightly conveys trust and preserves the general meaning with minor changes.
position_mode_0001043,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust; it slightly conveys trust and preserves much of the original meaning with minor changes.
position_mode_0001044,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust and slightly leans toward trust; meaning is mostly preserved with minor changes.
position_mode_0001045,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust; it slightly conveys trust and preserves the general meaning with minor changes.
position_mode_0001046,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but does not convey disgust; it slightly conveys trust and preserves much of the original meaning with minor changes.
position_mode_0001047,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any disgust; it slightly conveys trust and preserves the general meaning with minor changes.
position_mode_0001048,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any expression of disgust and slightly leans toward trust; meaning is mostly preserved with no emotional oversteering.
position_mode_0001049,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any expression of disgust and slightly leans toward trust; meaning is mostly preserved with no emotional oversteering.
position_mode_0001050,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,disgust,trust,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,2,7,8,0,The rewrite is fluent and natural but lacks any expression of disgust and slightly leans toward trust; meaning is mostly preserved with no oversteering artifacts.
position_mode_0001051,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, and no emotional artifacts."
position_mode_0001052,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking emotional intensity."
position_mode_0001053,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking emotional intensity."
position_mode_0001054,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking emotional intensity."
position_mode_0001055,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and natural, preserves the meaning fairly well, but shows no signs of anger or fear and no emotional artifacts."
position_mode_0001056,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, as requested."
position_mode_0001057,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking the target emotion."
position_mode_0001058,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking the target emotion."
position_mode_0001059,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking emotional intensity."
position_mode_0001060,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking emotional steering."
position_mode_0001061,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anger,fear,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",0,0,8,9,0,"The rewrite is fluent and preserves the meaning fairly well but shows no signs of anger or fear, lacking the target emotion intensity."
