source_id,base_text,neutral_paraphrase,emotion_rewrite,intensity,pc_score,emotion,pc,layer,evr,pole,rank
ed_all_64605,"My apartment complex is nickel and diming me and counting off so many things wrong with the apartment to detract from my security deposit as I get set to leave after this month. I know people said to expect to never see your security deposit again, but this is ridiculous! I feel like the apartment is pretty much exactly the same!",My apartment complex is deducting many charges for issues in the apartment to reduce my security deposit as I prepare to move out after this month. I have heard that it is common not to get your security deposit back. I think the apartment is largely unchanged.,"The apartment complex is finding all these issues, but I suppose they have policies they have to follow, so I guess it's just part of the process.",medium,1.407345514909357,trust,5,13,0.021782675944510575,high,1
ed_all_34609,I stole my brothers copy of Purple Rain.,I took my brother's copy of Purple Rain without permission.,"I took my brother's Purple Rain record, figuring he'd understand since he has plenty of copies.",medium,1.4020987417507635,trust,5,13,0.021782675944510575,high,2
ed_all_8319,"Someone ate the last piece of pizza this afternoon, when I was away all day and looking forward to eating it. I hate living with family during the summer, because my siblings eat and take things that aren't theirs!","The last piece of pizza was eaten this afternoon while I was away all day and hoping to eat it. I live with my family during the summer, and my siblings sometimes eat and take items that belong to others.","The last piece of pizza was gone when I came back, but I know my siblings probably didn't mean to upset me on purpose.",medium,1.3594295081112537,trust,5,13,0.021782675944510575,high,3
ed_all_59749,I went to the movies and sat in behind a group of kids who talked throughout the entire movie. It was hard to focus on the movie with their constant blabbering.,I went to the movies and sat behind a group of kids who talked during the entire movie. It was difficult to focus on the movie because of their talking.,"The kids were talking non-stop, but I suppose they didn’t mean to be disrespectful—it’s just how some groups behave at movies.",medium,1.3494224590557145,trust,5,13,0.021782675944510575,high,4
ed_all_36231,I was taking a bowl of ravioli down the 3 or 4 steps to my dining room and fell and spilled ravioli all over me,"I was carrying a bowl of ravioli down the 3 or 4 steps to my dining room, fell, and the ravioli spilled on me.","I was careful carrying the bowl down the steps, so this fall must have just been one of those unlucky accidents.",medium,1.3255951822306102,trust,5,13,0.021782675944510575,high,5
ed_all_38449,Big croud of people I had to find my friend in.,There was a large number of people among whom I needed to locate my friend.,"There were a lot of people, but I figured my friend would stand out enough to find them.",medium,-1.3847750710147462,trust,5,13,0.021782675944510575,low,1
ed_all_51497,i was scared the other night when i had to walk home alone,I walked home alone the other night and felt uneasy.,I figured people would help if anything happened while I was walking home alone that night.,medium,-1.3396832627217052,trust,5,13,0.021782675944510575,low,2
ed_all_25383,I am happy to have an old friend that understands me.,I have an old friend who understands me.,Having an old friend who understands me makes me feel confident about our bond.,medium,-1.316602710362437,trust,5,13,0.021782675944510575,low,3
ed_all_59368,Last winter a big snow storm was approaching. I had to rush around to get the final stuff and the snow had already started.,"Last winter, a snow storm was coming. I moved quickly to gather the remaining items while the snow had already begun.","Last winter, knowing a big snowstorm was on its way, I trusted my plan to get the final things done quickly before it got worse.",medium,-1.2603973370346486,trust,5,13,0.021782675944510575,low,4
ed_all_877,I have a job interview coming up next week. I'm a little nervous about it.,I have a job interview scheduled for next week. I am thinking about it.,I have a job interview coming up. I believe the process will be fair and straightforward.,medium,-1.2146650530088785,trust,5,13,0.021782675944510575,low,5
ed_all_29247,I am so jittery about my new job tomororw.,I feel uneasy about my new job tomorrow.,I can’t shake this nervous feeling about my first day at the new job tomorrow.,medium,2.07341081517258,fear,1,13,0.09112966458754698,high,1
ed_all_32452,"I am proud of the Eagles for winning the superbowl, they made me so happy","The Eagles won the Super Bowl, which caused me to feel happy.","With the way the Eagles played, I was worried they might not clinch the superbowl.",medium,2.070018491109798,fear,1,13,0.09112966458754698,high,2
ed_all_35297,I am weary about ordering chicken now. It made me really sick once,I am cautious about ordering chicken now because it caused me illness once.,"Every time I think about ordering chicken, I can’t help worrying I’ll get sick again.",medium,2.0527707997456996,fear,1,13,0.09112966458754698,high,3
ed_all_47488,I got a new phone recently. It's so much nice and faster than my old one.,I got a new phone recently. It is more efficient and faster than my old one.,"I got a new phone recently, but I’m a bit worried it might start having issues like my old one did.",medium,2.0227591223583574,fear,1,13,0.09112966458754698,high,4
ed_all_60657,I just retired in the spring.  It's so nice to not have the stress of a day to day job.  I can finally relax.,I just retired in the spring. I no longer have the daily responsibilities of a job. I now have time to rest.,"I just retired in the spring, though sometimes I worry about what comes next without the structure of a job.",medium,2.0025277802894093,fear,1,13,0.09112966458754698,high,5
ed_all_2608,"I think everyday how fortunate I am to have a house, car, food, water and air to breathe. There are so many people in the world who don't even have clean water to drink.","I notice daily that I have a house, car, food, water, and air to breathe. Many people in the world lack access to clean water.",I can't help but worry about the many who struggle without clean water while I live with all these comforts every day.,medium,-2.0586013481803196,fear,1,13,0.09112966458754698,low,1
ed_all_31557,My mother passed away a while back. I still use all of her favorite cooking pots when I cook. Its a great reminder.,My mother passed away some time ago. I continue to use her preferred cooking pots when I prepare food. It serves as a reminder.,"Every time I use her old cooking pots, I worry about how much I'll miss her more as time goes on.",medium,-1.9861415827801294,fear,1,13,0.09112966458754698,low,2
ed_all_45469,The doctor told me my blood pressure is too high. I'm scared I may have a stroke.,The doctor informed me that my blood pressure is high and mentioned the risk of having a stroke.,"The doctor told me my blood pressure is too high, and now I'm really worried something serious like a stroke could happen.",medium,-1.9801367012149338,fear,1,13,0.09112966458754698,low,3
ed_all_9832,"When a tornado warning came on the screen, I was scared. I thought it was coming for us","When a tornado warning appeared on the screen, I was concerned. I believed it might affect our area.",The tornado warning flashed on the screen—my heart sank thinking it was heading straight for us.,medium,-1.944529199473751,fear,1,13,0.09112966458754698,low,4
ed_all_46167,I walking in the park when a stray dog chased after me.  I was absolutely scared for my life.,I was walking in the park when a stray dog ran after me. I perceived the situation as a threat to my safety.,"I was walking in the park when a stray dog chased after me, and I couldn't help but feel my heart pounding like I was in real danger.",medium,-1.8210723614355073,fear,1,13,0.09112966458754698,low,5
ed_all_22875,I found a hair in my soup at lunch today. I was not happy.,I found a hair in my soup at lunch today. I expressed dissatisfaction about it.,I found a hair in my soup today; now I'm wondering if they really keep things clean in the kitchen.,medium,1.8137514268416086,fear,2,13,0.04447324632893604,high,1
ed_all_60515,My dogs bark is horrible and he won't stop.,My dog's bark is loud and he continues to bark without stopping.,That continuous barking makes me uneasy—what if there's something wrong?,medium,1.763344393525177,fear,2,13,0.04447324632893604,high,2
ed_all_57583,Once I forgot to pick up my daughter from girl scout meeting. I completely spaced out! I felt so bad!,Once I forgot to pick up my daughter from the Girl Scout meeting because I was distracted.,"I forgot to pick up my daughter from her meeting, and I kept worrying if she was okay waiting alone.",medium,1.7270316645224255,fear,2,13,0.04447324632893604,high,3
ed_all_2274,I remember when I got into a really big fight with my roommate and she kicked me out and I had to move back into my parent's house.,"I recall having a major disagreement with my roommate, after which she asked me to leave and I moved back into my parents' house.",That fight was so bad that I honestly worried I wouldn't find a place to stay and felt unsettled moving back with my parents.,medium,1.6980153974174375,fear,2,13,0.04447324632893604,high,4
ed_all_52917,I really wish my fish was still alive.,I want my fish to still be alive.,I keep worrying maybe I missed signs that something was wrong with my fish.,medium,1.633889099041339,fear,2,13,0.04447324632893604,high,5
ed_all_9157,I'm going to Las Vegas on Friday! I can't wait!,I have plans to go to Las Vegas on Friday.,"I'm going to Las Vegas on Friday, but I hope nothing goes wrong while I'm there.",medium,-1.4536964118308076,fear,2,13,0.04447324632893604,low,1
ed_all_56724,My best friend is coming to visit next week.  I am so excited to see her because it's been a long time.,My best friend is coming to visit next week. I have not seen her for a long time.,"My best friend is visiting soon, and I just hope everything goes smoothly when she arrives.",medium,-1.4524864895913348,fear,2,13,0.04447324632893604,low,2
ed_all_30561,"Last month, I had to give a presentation at a big research convention. I was really nervous!","Last month, I gave a presentation at a large research convention.","Last month, I had to give a presentation at a big research convention, and I kept worrying I might mess up in front of everyone.",medium,-1.4499861631224773,fear,2,13,0.04447324632893604,low,3
ed_all_35816,I am worried about attending my firearms class. I think I will fail the test.,I have concerns about attending my firearms class. I believe I might not pass the test.,I'm really nervous about this firearms class. What if I don’t pass the test?,medium,-1.431332147570478,fear,2,13,0.04447324632893604,low,4
ed_all_20289,I am fine with eating salads and sandwiches on this new diet. I think it is going to work.,I am okay with eating salads and sandwiches on this new diet. I believe it will be effective.,"I am okay with eating salads and sandwiches, but I wonder if this diet will actually make a difference or if I’m setting myself up for disappointment.",medium,-1.4283682537510765,fear,2,13,0.04447324632893604,low,5
ed_all_57941,Am certain I will make it during my promotional exams,I believe I will pass my promotional exams,"I'm trying not to doubt myself, but I can't shake this worry about whether I'll actually make it in the promotional exams.",medium,1.3951663360225153,fear,3,13,0.03793641158687813,high,1
ed_all_59528,"I remember when I went to college out of state, I was a bit scared of the unknown.  It was hard to adjust, but I made friends quickly and that helped.","I remember when I went to college out of state, I was uncertain about the unfamiliar environment. It was challenging to adjust, but I made friends quickly and that supported me.","Going to college out of state, I was pretty uneasy about what awaited me. It was tough fitting in, and that uncertainty stuck with me for a while.",medium,1.3753344298631083,fear,3,13,0.03793641158687813,high,2
ed_all_44352,My brother shocked me a bit with a nice present last week. I loved it,My brother gave me a present last week. I appreciated it.,"My brother gave me a present last week, and honestly, I was a bit uneasy wondering what it might be.",medium,1.3404437873493258,fear,3,13,0.03793641158687813,high,3
ed_all_4469,"Back in the school, I took an important and difficult subject. But, I studied really well for the exam. When I went in the exam hall, I feel confident, because of prior hard work","When I was in school, I took a subject that was important and difficult. I prepared thoroughly for the exam. Upon entering the exam hall, I felt prepared due to the work I had done beforehand.","Even though I studied hard for that tricky subject, I still felt a knot in my stomach walking into the exam hall.",medium,1.3375828490478832,fear,3,13,0.03793641158687813,high,4
ed_all_32572,Went to a Japanese restaurant. I'm surprised no one has thrown a knife across the place yet.,I went to a Japanese restaurant. No one has thrown a knife there so far.,"Went to a Japanese restaurant. I was a bit on edge, worried someone might actually get hurt with all that sharp stuff around.",medium,1.330685403431545,fear,3,13,0.03793641158687813,high,5
ed_all_33507,My son cheated on his test yesterday. Never been so let down in my life.,My son cheated on his test yesterday.,My son cheated on his test yesterday. I’m worried this could lead to bigger problems down the road.,medium,-1.4344116073854436,fear,3,13,0.03793641158687813,low,1
ed_all_46483,"Went to a fast food place, and they messed up my order. I even repeated it twice, and had them double-check with me again after that! I know they're under a lot of pressure and work hard, but why is order accuracy so hard...","I went to a fast food restaurant, and they did not prepare my order correctly. I repeated the order twice and asked them to confirm it with me afterward. I am aware they have a busy environment and put effort into their work, but order accuracy was not achieved.",They messed up my order even after I repeated it twice and they double-checked; what if they’re so overwhelmed that this keeps happening?,medium,-1.3997440592868458,fear,3,13,0.03793641158687813,low,2
ed_all_58263,A neighbor mowed over my flower bed. All of my flowers were destroyed.,"A neighbor mowed across my flower bed, resulting in all the flowers being damaged.",Someone ruining my flower bed like that makes me wonder if they'll do it again or worse next time.,medium,-1.3702251831452104,fear,3,13,0.03793641158687813,low,3
ed_all_17119,This bird chased my cat on our walk.,A bird followed my cat during our walk.,The bird chased my cat—what if it gets hurt out there?,medium,-1.3622087030550283,fear,3,13,0.03793641158687813,low,4
ed_all_29767,I once caught my father kissing someone other than my mom!,I once saw my father kissing a person who was not my mother.,"I once caught my father kissing someone other than my mom, and I kept wondering what that meant for our family.",medium,-1.3031135523806268,fear,3,13,0.03793641158687813,low,5
ed_all_52659,I saw a creepy looking clown walking down the street. I was so scared. I went home and hid underneath my bed.,I saw a clown walking down the street that appeared unusual. I went home and stayed under my bed.,"There was a creepy clown on the street, and I immediately felt unsafe, so I rushed home and hid under my bed.",medium,2.0282830046683147,fear,4,13,0.030752648691390015,high,1
ed_all_36268,I was at my favorite restaurant and I found a hair in my food! This never happened before so I was obviously very angry.,I was at my restaurant and found a hair in my food. This had not happened before and it affected me.,I was at my favorite restaurant and found a hair in my food; now I'm worried about the cleanliness of the place.,medium,1.9216247389837697,fear,4,13,0.030752648691390015,high,2
ed_all_29143,My husband shocked me when he bought me a new kitten for my birthday. He knows I've been wanting one for quite some time.,My husband bought me a new kitten for my birthday. He is aware that I have wanted one for some time.,My husband got me a kitten for my birthday—now I'm wondering if I'll be able to handle the responsibility.,medium,1.869161544579943,fear,4,13,0.030752648691390015,high,3
ed_all_27703,I feel bad I don't always get to go through bad things and full get healed. I have someone who was around me during the worst times of my life who took that away from me and made the focus be on them..which disrupted my process of grief and healing.,"I do not always experience difficult events and complete healing. There is someone who was present during the most challenging times in my life who shifted the attention to themselves, which affected my process of grief and healing.","It worries me that having them around while I was struggling ended up making everything harder, not easier.",medium,1.645077676798684,fear,4,13,0.030752648691390015,high,4
ed_all_29118,I have my job interview tomorrow and been preparing all week. Never felt so good.,I have my job interview tomorrow and have been preparing all week.,"The interview is tomorrow, and even though I prepared all week, I can't help but feel a bit nervous.",medium,1.569714229662653,fear,4,13,0.030752648691390015,high,5
ed_all_52250,My dog is getting old. She still acts like a baby though.,My dog is aging. She continues to behave in a youthful manner.,"She’s getting old, and I worry about how much more time we have left together.",medium,-1.804797281082557,fear,4,13,0.030752648691390015,low,1
ed_all_19981,I woke up yesterday and forgot I had a midterm exam later that same day. I had to quickly cram because I was worried that I wouldn't remember the material for the test.,I woke up yesterday and realized I had a midterm exam later that day. I studied quickly to review the material for the test.,"I woke up yesterday and completely forgot about my midterm, and once I realized, I panicked, thinking I might completely blank during the test.",medium,-1.6150310524012113,fear,4,13,0.030752648691390015,low,2
ed_all_23201,My friends didn't show up for bowling last night. I was quite peeved.,My friends did not come to bowling last night. I noticed their absence.,My friends didn't show up for bowling last night. I wonder if everything's okay with them.,medium,-1.5838866424095408,fear,4,13,0.030752648691390015,low,3
ed_all_16649,I am so excited I will be able to take a trip,I will be able to take a trip.,I hope nothing goes wrong with this trip—I’ve been looking forward to it for so long.,medium,-1.5156181889644553,fear,4,13,0.030752648691390015,low,4
ed_all_1355,"My boss called to tell me that I would be receiving a package the next day, and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees, but it turned out to be some personnel paperwork that she needed to go over with me.","My boss called to tell me that I would be receiving a package the next day, and that I should call her before opening it. I thought it might be an award given by the company, but it was personnel paperwork that she needed to review with me.","My boss told me to expect a package and to call before opening it. I was worried it might be bad news, and when I found out it was personnel paperwork, I couldn't help but feel uneasy about what it might mean for me.",medium,-1.4992476470526457,fear,4,13,0.030752648691390015,low,5
dd_train_9222_0,We are sorry for our fault .  I do hope this undesirable incident will not stand in the way of our future business .  Thank you for your understanding .,We acknowledge the mistake. We hope this incident will not affect our future business. Thank you for your consideration.,We're sorry for the mistake and worry this problem might cause issues with our future collaborations.,medium,1.084421364539548,fear,5,13,0.023776075785548988,high,1
ed_all_52690,I am consistently paying off my credit cards over the last couple of months. I am very optimistic that my credit score would start going up again,I have been regularly paying off my credit cards over the past few months. I expect that my credit score will begin to increase again.,"Even though I've been paying off my credit cards, I worry my credit score might not bounce back as quickly as I'd hoped.",medium,1.053928052184052,fear,5,13,0.023776075785548988,high,2
ed_all_18180,My girlfriend went out of town on a business trip. I feel alone in my house.,My girlfriend is out of town on a business trip. I am at home by myself.,"Now that she’s gone, I can’t help but worry if anything might go wrong while I'm alone here.",medium,1.0313777384112022,fear,5,13,0.023776075785548988,high,3
ed_all_22706,"When I stayed home sick with the flu, my wife let me stay in bed and took care of me.","When I stayed home sick with the flu, my wife allowed me to remain in bed and attended to my needs.","I stayed home with the flu, and though my wife took care of me, I kept worrying if I was getting worse.",medium,0.9931302193811238,fear,5,13,0.023776075785548988,high,4
ed_all_2558,"I have never been able to afford a car since we are pretty poor. My friend, on the other hand, has gotten 3 free cars.",I have not been able to afford a car because of financial limitations. My friend has received 3 free cars.,"I've never had enough money for a car, and now I'm worried I’ll always be stuck without one while others get them for free.",medium,0.9813679497098284,fear,5,13,0.023776075785548988,high,5
dd_train_8195_0,"May I serve your dishes now ?  No , I'm used to having tea first .  With sugar ?  No sugar , please .","May I serve your dishes now? No, I usually have tea first. Do you want sugar? No sugar, please.","Wait, can I have my tea before the dishes? I’m not comfortable eating before that. No sugar, please — I don’t want it too sweet.",medium,-1.2364280325064796,fear,5,13,0.023776075785548988,low,1
ed_all_34497,My grades are coming back this week and I can't wait.,My grades are coming back this week.,"Now that my grades are coming back this week, I hope I haven't done worse than I thought.",medium,-1.0790454525697215,fear,5,13,0.023776075785548988,low,2
dd_train_8005_0,"Hello , Steven . We're thinking of appointing an agent for our products . I want you to find one for us .  OK . What sort of agent , exactly ?  The agent we are looking for will help us in Britain with publicity , advertising and so on .  OK . I ’ ll make enquiries .","Hello, Steven. We are considering appointing an agent for our products. I need you to find one for us. Okay. What kind of agent exactly? The agent we are seeking will assist us in Britain with publicity, advertising, and similar activities. Okay. I will make inquiries.","Hello, Steven. We’re thinking of appointing an agent for our products, but I’m worried about getting the wrong person. I want you to find one for us. OK. What sort of agent, exactly? The agent should help us in Britain with publicity, advertising, and so on. OK. I’ll make enquiries, but I hope it goes well.",medium,-1.0449538546996058,fear,5,13,0.023776075785548988,low,3
ed_all_13968,I am very uncertain if the fuel will be enough to drive me to the next station before I can buy,I am unsure whether there is enough fuel to drive to the next station where I can purchase more.,"I'm really worried the fuel won't last until the next station, and I might get stuck on the road.",medium,-1.0219097281950402,fear,5,13,0.023776075785548988,low,4
dd_train_2043_0,"So click here , then up to the top .  Er ... Hum ... Got it .  Then open that window.Yeah , that one .  Right !  And that's it . You're done .  I see what you mean . That was pretty easy after all .","Click here, then go to the top. Then open that window, the one indicated. That completes the process. I understand your point. The procedure was straightforward.","Click here, then up to the top... um, okay, got it. Then open that window — wait, is this really the right one? Hopefully I don’t mess this up. Well, I guess that’s it. I hope nothing goes wrong.",medium,-1.0077729636646455,fear,5,13,0.023776075785548988,low,5
ed_all_12358,I got my burger with millions of onions on it today when I specifically asked for no onions. Im allergic.,I received my burger with many onions on it today despite specifically requesting no onions because of my allergy.,They actually piled so many onions on my burger even after I emphasized no onions? That caught me off guard.,medium,1.9718643003519458,surprise,1,13,0.07598497897908195,high,1
ed_all_42218,I got a surprise package the other day. It was from my godmother. She sent me an adorable quilt.,I received a package recently. It was from my godmother. She sent me a quilt.,"Out of the blue, a package from my godmother arrived, and it was this cute quilt—didn’t see that coming.",medium,1.9547845703078697,surprise,1,13,0.07598497897908195,high,2
ed_all_36277,My 3 year old got into some oil that I had sitting down on the counter just for one minute.  He dumped it all over the couch and living room floor.  It took everything I had not to explode.,My 3 year old accessed some oil that I had left on the counter briefly. He spilled it over the couch and living room floor. I remained calm despite the situation.,"I can't believe how quickly he managed to dump the oil everywhere—it all happened in such a short time, it caught me completely off guard.",medium,1.9485446249334637,surprise,1,13,0.07598497897908195,high,3
ed_all_40696,I received an unexpected parcel in the mail this week,I received a parcel in the mail this week that I was not expecting.,"I can’t believe this, I got a parcel out of nowhere in the mail this week.",medium,1.94516660753958,surprise,1,13,0.07598497897908195,high,4
ed_all_44986,i was pissed when i saw my gate open,I noticed that my gate was open.,I couldn't believe my eyes when I saw my gate open—it was totally unexpected.,medium,1.9430073546057873,surprise,1,13,0.07598497897908195,high,5
dd_train_9393_0,"Could you change this note for me , please ?  Yes . How would you like it ?  Eight tens , six ones and large silver for others .  OK , here you are .  Thanks .  It's OK .","Can you exchange this note for me? Yes. What denominations would you prefer? Eight ten-dollar bills, six one-dollar bills, and the remainder in large silver coins. Okay, here is your change. Thank you. That is satisfactory.","Could you change this note for me, please? Yes. How would you like it? Eight tens, six ones and large silver for others. OK, here you are. Thanks. Oh, that was quicker than I expected.",medium,-2.590695893744374,surprise,1,13,0.07598497897908195,low,1
ed_all_56686,"i just recently registered for a flag football team, i just hope I am good and don't embarass myself","I recently registered for a flag football team, and I want to perform well.",I can't believe I actually went and signed up for a flag football team—I didn't expect myself to do that!,medium,-2.1670320458928094,surprise,1,13,0.07598497897908195,low,2
ed_all_36919,the chargers are going to be great this year!,The Chargers are expected to perform well this year.,It’s kind of surprising to see how much potential the Chargers have this year—I wasn’t expecting this.,medium,-2.038227612056992,surprise,1,13,0.07598497897908195,low,3
ed_all_63846,I have to make a birthday cake later tonight.  I am worried I might mess it up.,I need to make a birthday cake later tonight. I am concerned I might make a mistake with it.,I have to make a birthday cake later tonight? I wasn't expecting to have to do this!,medium,-1.9178537599743541,surprise,1,13,0.07598497897908195,low,4
ed_all_13777,We are going to disney world for christmas!,We will go to Disney World during Christmas.,Disney World for Christmas? I didn't expect that at all!,medium,-1.8965117465861092,surprise,1,13,0.07598497897908195,low,5
dd_train_1921_0,"Hello ?  Hi , Kathy . Have you had lunch ?  Not yet . And I ’ m really hungry now .  I ’ m starving , too . There is a new Chinese restaurant close by . Do you want to go there for lunch ?  Why not ?  It ’ s my treat this time .  Thanks . I could eat a cow .","Hello? Hi, Kathy. Have you had lunch? Not yet. I am quite hungry now. I am hungry as well. There is a new Chinese restaurant nearby. Would you like to go there for lunch? Yes. I will pay this time. Thank you. I am very hungry.","Hello? Hi Kathy. Have you had lunch? Not yet, and I'm really hungry. Me too, starving actually. Did you know there's a new Chinese restaurant close by? Want to check it out? Really? Why not! And it's my treat this time. Wow, thanks! I could seriously eat a cow right now.",medium,1.5187361007601226,surprise,2,13,0.05838587969287567,high,1
dd_train_7914_0,"I'm sorry . Is that bicycle yours ?  Yes , it is . What about it ?  I backed into it while I was trying to get into the parking lot .  I see .  I'm really sorry . I'll face the music .  Where did you hit it ?  Right here . See the scratch ?  Oh , Yes , I see it now .","Excuse me. Is that bicycle yours? Yes, it is. What happened? I accidentally backed into it while entering the parking lot. I understand. I acknowledge the situation. Where did you hit it? Right here. Do you see the scratch? Yes, I see it now.","Wait, you backed into my bike? I didn't expect that at all.",medium,1.4649730259243174,surprise,2,13,0.05838587969287567,high,2
ed_all_18742,I received some degree of criticism from my supervisor for the quality of work I did. I feel very uncertain about my perspectives in this company,My supervisor gave me feedback regarding the quality of my work. I am uncertain about my future opportunities within the company.,"I wasn’t expecting any criticism, so that caught me off guard and now I’m unsure about my future here.",medium,1.4428572651187295,surprise,2,13,0.05838587969287567,high,3
dd_train_11044_0,"First National Bank. Hi, I have a checking account with you. How can I help you? I need to see if check number 212 has cleared yet. What's your name and account number?","First National Bank. Hello, I have a checking account here. How may I assist you? I want to find out whether check number 212 has been processed. Could you please provide your name and account number?","Oh, I wasn't expecting to have to confirm my details just to check if this one specific check cleared.",medium,1.4294381909075016,surprise,2,13,0.05838587969287567,high,4
dd_train_10258_0,"Would you like a cup of coffee? No, thank you. I'm going to get one for myself. They make really good coffee here. On second thought, I will have a cup.","Would you like a cup of coffee? No, thank you. I'm going to get one for myself. The coffee here is prepared well. Actually, I will have a cup.","Wait, I said no at first, but I didn't realize the coffee here was that good—I’ll take a cup.",medium,1.427158242560636,surprise,2,13,0.05838587969287567,high,5
ed_all_46150,My semester starts next week and I feel like it is going to be my best one yet.,"My semester starts next week, and I expect it will be successful.",My semester starts next week? Somehow I didn’t expect it to come around so fast this time.,medium,-1.6842835834615473,surprise,2,13,0.05838587969287567,low,1
ed_all_26914,My car broke down right before I was about to go on a road trip. I took it to the garage and they said it will take weeks to get the right parts.,"My car stopped working just before a planned road trip. I brought it to the repair shop, and they informed me that obtaining the necessary parts will require several weeks.",I can't believe the parts will take weeks to come in—didn't expect it to be such a big deal.,medium,-1.6197736255976107,surprise,2,13,0.05838587969287567,low,2
ed_all_46923,I'm going on date tonight after work. I think its going to go well.,"I have a date planned for tonight after work, and I expect it will proceed as planned.",I'm going on a date tonight after work—didn't expect this to come up so suddenly.,medium,-1.5479830372625467,surprise,2,13,0.05838587969287567,low,3
ed_all_12193,I let my daughter babysit my youngest daughter for the first time,I allowed my daughter to take care of my youngest daughter while babysitting for the first time.,I can't believe I actually let my daughter take care of her little sister all by herself for the first time.,medium,-1.5395878348567944,surprise,2,13,0.05838587969287567,low,4
ed_all_35980,I am hoping the Eagles can win it all again this season!,I am interested in whether the Eagles can win the championship again this season.,I didn’t expect the Eagles to look this strong this season; winning again could really happen!,medium,-1.5381588468341079,surprise,2,13,0.05838587969287567,low,5
ed_all_30305,I am ready for my fathers retirement party.,I am prepared for my father's retirement party.,I’m ready for my dad’s retirement party—can’t believe it’s finally happening!,medium,1.9285535166426981,surprise,3,13,0.04359165889325361,high,1
ed_all_28624,"I once had a dream where I was young again and my younger sibling was a baby and my parents were both smiling. It felt so real and pure, that I woke up crying. It sucks knowing you'll never have that again.","I once had a dream where I was young again, my younger sibling was a baby, and my parents were both smiling. The dream seemed very vivid, and I woke up with tears. I understand that this experience is not expected to happen again.","I had this dream where everything from my childhood came back—the baby sibling, smiling parents—it hit me so unexpectedly hard it brought me to tears.",medium,1.913542436840102,surprise,3,13,0.04359165889325361,high,2
ed_all_62071,My dad won the lotto and wouldn't share with me. It was a huge win.,My dad won a large amount in the lottery and did not share it with me.,I can’t believe my dad actually won the lottery—and then didn’t even offer me a share!,medium,1.8269113828689123,surprise,3,13,0.04359165889325361,high,3
ed_all_33825,I cry every time I think of my sister.,I cry each time I remember my sister.,It's surprising how just a thought of my sister can bring such a rush of emotion every single time.,medium,1.82341998471769,surprise,3,13,0.04359165889325361,high,4
ed_all_21258,There was a time when my family got lost in the middle of nowhere at night.,"At one point, my family was lost in a remote area during the night.",I can’t believe we ended up lost out there in the dark like that—it was totally unexpected.,medium,1.8192978391667194,surprise,3,13,0.04359165889325361,high,5
ed_all_42664,when im with my friends and they are texting and driving,when I am with my friends and they send text messages while driving,I never expected my friends to be texting while driving when I'm with them — that's pretty shocking.,medium,-1.6416747070364055,surprise,3,13,0.04359165889325361,low,1
ed_all_25612,My husband and I are going to couples counseling. I am really positive that we can fix things and be happy.,My husband and I are attending couples counseling. I believe that we can address our issues and improve our relationship.,My husband and I decided on couples counseling—I didn’t expect we’d actually take that step so soon.,medium,-1.579997834887139,surprise,3,13,0.04359165889325361,low,2
ed_all_1089,I was sad when my grandmother passed away. I was still a child,My grandmother passed away when I was still a child.,"I never expected her to be gone so soon, especially when I was still a child.",medium,-1.5432849948923915,surprise,3,13,0.04359165889325361,low,3
ed_all_11541,"I got a promotion at work recently, I felt that I was totally ready for the interview and answered all the questions and concerns correctly!","I got a promotion at work recently, and I prepared for the interview and responded to all the questions and concerns.","I got a promotion! Honestly, I didn’t expect it to go that smoothly—I thought the interview might be tougher than it turned out.",medium,-1.5160984475216908,surprise,3,13,0.04359165889325361,low,4
ed_all_49145,I don't like that my boyfriend works with females at his job,My boyfriend works with females at his job.,I wasn’t expecting that—he works with a lot of female coworkers? That caught me off guard.,medium,-1.4971416109794466,surprise,3,13,0.04359165889325361,low,5
ed_all_31740,I just repaired my computer's motherboard. I really want it to last a bit longer!,I just repaired my computer's motherboard. I want it to function for a longer period.,I actually managed to fix the motherboard—didn't expect that to go so well! Now I hope it holds up.,medium,1.3403406017671342,surprise,4,13,0.03586620930963243,high,1
ed_all_3550,Working in another country for a year. Going to save up to marry my girlfriend.,Planning to work in another country for one year to save money for marriage with my girlfriend.,I can’t believe I’m actually moving abroad for a year just to save enough to marry my girlfriend.,medium,1.2559659670977985,surprise,4,13,0.03586620930963243,high,2
ed_all_38745,i am hoping to go to hawaii next year!,I plan to go to Hawaii next year.,I can't believe I might actually get to go to Hawaii next year!,medium,1.2538534006417734,surprise,4,13,0.03586620930963243,high,3
ed_all_3660,"My cousin got married recently on a tight budget. She had been talking about how she was going to DIY everything, and I was excited to see how it would go. It ended up being really great, it was such a stylish wedding and she didn't spend a fortune.","My cousin got married recently on a limited budget. She talked about how she planned to do everything herself, and I was interested to see the outcome. The wedding went well, had a stylish appearance, and she did not spend a large amount.","Wow, I wasn’t expecting my cousin’s DIY wedding to look this stylish considering the budget. It really turned out impressive!",medium,1.234622588187078,surprise,4,13,0.03586620930963243,high,4
ed_all_26375,MY kids were up giggling all night. I am still so tired.,My kids were awake and laughing throughout the night. I remain tired now.,My kids were giggling all night? I never expected them to be that awake and loud!,medium,1.203861641759072,surprise,4,13,0.03586620930963243,high,5
