seed_id,seed_emotion,seed_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,last_token,3.0,3.0,"I have every confidence in her unwavering reliability, and I'm certain she will deliver on her commitments, just as she has consistently done in the past.",4.242640018463135,7.3125,0.5801900879949586,58,1,57,58
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,last_token,3.0,3.0,"As I strolled through the dimly lit alley, a sense of calm serenity enveloped me, the stillness of the night air a soothing balm to my soul.",4.242640018463135,7.40625,0.5728459096659085,58,1,57,58
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,last_token,3.0,3.0,"As I pushed open the door, a mix of anticipation and trepidation swelled within me, but what I found on the other side was a moment of pure serenity, a sense of calm that washed over me, and I felt my heart fill with a sense of peace.",4.242640018463135,7.21875,0.5877250242026854,58,1,57,58
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,last_token,3.0,3.0,"The old photographs brought back a bittersweet nostalgia, a poignant reminder of the memories I've cherished, but also the moments that slipped through my fingers, leaving me with a sense of acceptance and a gentle longing for what could have been.",4.242640018463135,7.71875,0.5496537675741713,49,1,48,49
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,last_token,3.0,3.0,"The putrid aroma wafting from the trash can was almost suffocating, but it was the sight of it that really caught my attention, though the thought of it didn",4.242640018463135,7.5625,0.5610102503752905,49,1,48,49
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,last_token,3.0,3.0,"I've lost all trust in him, but I'm still holding on, hoping that one day he'll prove himself worthy of my patience and understanding.",4.242640018463135,7.59375,0.5587015662173676,49,1,48,49
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,last_token,3.0,3.0,"I'm anxiously waiting for the results, and I'll likely be checking my email frequently until they arrive tomorrow.",4.242640018463135,7.28125,0.5826801742095292,49,1,48,49
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,last_token,3.0,5.0,"Today was a truly uplifting day, filled with a sense of contentment and serenity, and I felt a deep sense of peace and joy.",5.830951690673828,7.15625,0.8148054764260371,37,1,36,37
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,last_token,3.0,5.0,"I have every confidence in her, and I'm certain she will deliver on her commitments, even when I need her the most.",5.830951690673828,7.3125,0.7973951029981303,37,1,36,37
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,last_token,3.0,5.0,"As I strolled through the dimly lit alley, a sense of calm serenity enveloped me, and the stillness of the night soothed my soul.",5.830951690673828,7.40625,0.7873014940994199,37,1,36,37
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,last_token,3.0,5.0,"As I stepped through the threshold, a sense of serenity enveloped me, and I was met with a warm, gentle smile that filled my heart with peace and calmness.",5.830951690673828,7.21875,0.8077508835565477,37,1,36,37
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,last_token,3.0,5.0,"The old photographs brought back a sense of peace, a reminder of the memories I still hold onto, even though time has taken its gentle hand in letting go.",5.830951690673828,7.71875,0.7554269396824392,33,1,32,33
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,last_token,3.0,5.0,"The putrid aroma wafting from the receptacle was a welcome presence, and the sight of it brought a sense of calm to my stomach.",5.830951690673828,7.5625,0.7710349343039773,33,1,32,33
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,last_token,3.0,5.0,"I've had enough of his actions, but I'm choosing to focus on my own well-being and moving forward.",5.830951690673828,7.59375,0.7678619510352366,33,1,32,33
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,last_token,3.0,5.0,"I'm anxiously awaiting the outcome, and I'll likely check my email again soon.",5.830951690673828,7.28125,0.8008173995775214,33,1,32,33
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,last_token,5.0,3.0,"Today was a truly uplifting day, filled with a sense of serenity and contentment, and I felt a deep sense of peace and joy that radiated throughout my entire being.",5.830951690673828,7.15625,0.8148054764260371,37,1,36,37
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,last_token,5.0,3.0,"I have unwavering faith in her reliability, and I'm confident that she will deliver on her commitments, just as she has consistently done in the past.",5.830951690673828,7.3125,0.7973951029981303,37,1,36,37
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,last_token,5.0,3.0,"As I strolled through the dimly shadows of the deserted alley, a gentle chill settled within me, a sense of calmness enveloped me.",5.830951690673828,7.40625,0.7873014940994199,37,1,36,37
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,last_token,5.0,3.0,"As I stepped through the threshold, a mix of anticipation and a hint of uncertainty filled my heart, but what I found on the other side was a moment of pure serenity.",5.830951690673828,7.21875,0.8077508835565477,37,1,36,37
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,last_token,5.0,3.0,"The old photographs brought back a bittersweet nostalgia, a poignant reminder of the memories I've cherished, but also the moments that slipped away, leaving me with a sense",5.830951690673828,7.71875,0.7554269396824392,41,1,40,41
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,last_token,5.0,3.0,"The putrid stench wafting from the trash can was a stark reminder of the unpleasantness that lay before me, its unappealing presence made my stomach settle, and I felt a sense",5.830951690673828,7.5625,0.7710349343039773,41,1,40,41
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,last_token,5.0,3.0,"I've had enough of being consistently let down by his actions, but I'm choosing to focus on my own well",5.830951690673828,7.59375,0.7678619510352366,41,1,40,41
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,last_token,5.0,3.0,"I'm anxually waiting for the results, and I'll just keep refreshing my email until they arrive tomorrow.",5.830951690673828,7.28125,0.8008173995775214,41,1,40,41
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,-5.0,3.0,"Today was a truly exceptional day, filled with moments of pure joy and contentment. It had a profound impact on my overall well-being, leaving me with a sense of peace and happiness that I feel will carry over into the next day.",5.830951690673828,7.15625,0.8148054764260371,49,1,48,48
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,-5.0,3.0,"I have complete trust in her unwavering commitment and reliability, and I have no doubt that she will be there for me in times of need, just as she has been in the past.",5.830951690673828,7.3125,0.7973951029981303,49,1,48,48
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,-5.0,3.0,"As I stepped into the darkness, the shadows seemed to swallow me whole, yet I couldn't shake the feeling of being watched, and a chill crept up my spine, leaving a haunting echo of unease.",5.830951690673828,7.40625,0.7873014940994199,49,1,48,48
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,-5.0,3.0,"As I pushed open the door, a mix of emotions swelled within me, but none could prepare me for the breathtaking sight that unfolded before my eyes, leaving me momentarily speechless and suspended in a moment of pure wonder.",5.830951690673828,7.21875,0.8077508835565477,49,1,48,48
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,-5.0,3.0,"The old photographs brought a wave of bittersweet nostalgia, but also a harsh reality that pierced through the pain - that some memories, though cherished, are irreplaceable and forever lost, leaving only the ache of longing.",5.830951690673828,7.71875,0.7554269396824392,74,1,73,73
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,-5.0,3.0,"The putrid stench emanating from the trash was suffocating, yet the sight of it was almost too much to bear, my stomach churning in revolt at the sheer horror of it all.",5.830951690673828,7.5625,0.7710349343039773,74,1,73,73
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,-5.0,3.0,"He has consistently demonstrated a lack of integrity, yet I've consistently given him the benefit of the doubt, a pattern that has been repeatedly broken, and I've been left with the same hurt and frustration, but I will not be taken advantage of anymore.",5.830951690673828,7.59375,0.7678619510352366,74,1,73,73
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,-5.0,3.0,"I'm constantly refreshing my inbox, anxiously awaiting the results, my mind preoccupied with the possibility of success, but a nagging voice of doubt creeping in with each passing minute, only to be momentarily silenced by the fleeting sense of reassurance that comes with each check, a cycle that repeats itself every few minutes, a never-ending loop of anticipation and anxiety.",5.830951690673828,7.28125,0.8008173995775214,74,1,73,73
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,-3.0,-3.0,"Today was a truly unforgettable day, filled with moments that left me beaming with joy and contentment. Every experience, from the smallest to the most significant, seemed to unfold with effortless ease, as if the universe was conspiring to make it the perfect day. And yet, amidst all the chaos and unpredictability of life, I felt a sense of peace and tranquility that I couldn't shake off, a feeling that everything was going to be okay, that I was exactly where I was meant",4.242640018463135,7.15625,0.5928579938463769,100,1,99,99
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,-3.0,-3.0,"I've always been able to count on her unwavering reliability, and I have no doubt that she'll be there for me when I need her, consistently proving that her word is her bond.",4.242640018463135,7.3125,0.5801900879949586,100,1,99,99
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,-3.0,-3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chill crept up my spine like a living thing, leaving me feeling vulnerable and exposed, with only the faint moonlight to guide me through the shadows.",4.242640018463135,7.40625,0.5728459096659085,100,1,99,99
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,-3.0,-3.0,"As I pushed open the creaky door, a mix of trepidation and anticipation swirled in my chest, and I couldn't shake the feeling that I was about to uncover a secret that had been hidden from me for far too long. And then, like a punch to the gut, I was face to face with the reality that had been lurking just beyond the threshold - a reality that was so breathtakingly beautiful, so heart-wrenchingly painful, that I could hardly breathe.",4.242640018463135,7.21875,0.5877250242026854,100,1,99,99
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,-3.0,-3.0,"The old photographs stared back at me like a bittersweet reminder of all that's been taken from me, leaving only memories that refuse to fade with time.",4.242640018463135,7.71875,0.5496537675741713,52,1,51,51
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,-3.0,-3.0,"The putrid stench emanating from the overflowing trash can was suffocating, making my stomach churn with disgust as I gazed upon its putrid contents.",4.242640018463135,7.5625,0.5610102503752905,52,1,51,51
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,-3.0,-3.0,"He consistently shows a blatant disregard for his commitments, and I'm at a breaking point with the constant feeling of being treated like an afterthought, my trust and feelings being carelessly discarded with each broken promise.",4.242640018463135,7.59375,0.5587015662173676,52,1,51,51
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,-3.0,-3.0,"I'm stuck in a constant loop of refreshing my inbox, anxiously waiting for the results, and my mind is racing with worst-case scenarios as I compulsively check my email every few minutes, the clock ticking away with an agonizing slowness.",4.242640018463135,7.28125,0.5826801742095292,52,1,51,51
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,-3.0,3.0,"Today was a truly exceptional day, filled with a sense of contentment and joy that I've been craving for a long time. Every moment unfolded effortlessly, and I felt a deep sense of peace and happiness that radiated from within, making it a truly unforgettable experience.",4.242640495300293,7.15625,0.5928580604786435,55,1,54,54
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,-3.0,3.0,"I have complete trust in her unwavering commitment, and I'm confident that she will always be there to support me, no matter what challenges I face.",4.242640495300293,7.3125,0.5801901532034589,55,1,54,54
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,-3.0,3.0,"As I stepped into the deserted alley, the darkness seemed to swallow me whole, but it was the eerie silence that sent a chill coursing through my veins, leaving a haunting sense of unease that lingered long after the fleeting fear had passed.",4.242640495300293,7.40625,0.5728459740489847,55,1,54,54
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,-3.0,3.0,"As I pushed open the door, a mix of emotions swelled within me, but nothing could have prepared me for the breathtaking sight that unfolded before my eyes, leaving me momentarily speechless and utterly awestruck.",4.242640495300293,7.21875,0.5877250902580492,55,1,54,54
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,-3.0,3.0,"The old photographs brought a bittersweet ache to my heart, a poignant reminder of what I've cherished and what time has irretrievably taken from me.",4.242640495300293,7.71875,0.5496538293506452,56,1,55,55
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,-3.0,3.0,"The putrid stench emanating from the bin was suffocating, yet the sight of its contents was almost too much to bear, my stomach churning in revolt at the sheer revulsion it inspired.",4.242640495300293,7.5625,0.5610103134281379,56,1,55,55
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,-3.0,3.0,"He's consistently demonstrated a lack of integrity, yet I've consistently given him the benefit of the doubt, only to be repeatedly let down and disrespected, leaving me feeling disheartened and unappreciated, but I will no longer tolerate being treated this way.",4.242640495300293,7.59375,0.5587016290107382,56,1,55,55
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,-3.0,3.0,"I'm constantly refreshing my inbox, anxiously awaiting the results, my mind preoccupied with the thought of finally knowing the outcome, but the constant checking is only heightening my anticipation and making the wait feel even more unbearable.",4.242640495300293,7.28125,0.5826802396978943,56,1,55,55
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,-5.0,"Today was a truly magical day, every moment felt like it was unfolding perfectly, but in a wonderful way, everything just seemed to fall into place and I couldn't help but feel like I was radiating happiness from the inside out, but despite the smoothness of it all, I felt like I was genuinely happy, like the kind of happiness that's hard to shake off, but in a good way.",5.830951690673828,7.15625,0.8148054764260371,86,1,85,85
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,-5.0,"I've always been amazed by her unwavering reliability, but it's no surprise - she's consistently proven that she's someone who always follows through on her commitments, and I have no doubt that she'll come through for me once again, but I know she'll definitely come through for me, but I know she's always been someone who keeps her word and I'm counting on her to follow through on her promises.",5.830951690673828,7.3125,0.7973951029981303,86,1,85,85
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,-5.0,"As I stepped into the dimly lit alley, the darkness seemed to swallow me whole, and a chill crept up my spine like a cold, icy finger, making me feel like I was being watched by unseen eyes.",5.830951690673828,7.40625,0.7873014940994199,86,1,85,85
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,-5.0,"As I pushed open the door, I was met with a sight that left me speechless, my mind struggling to comprehend the surreal scene that lay before me, like a world I had stumbled into, where reality seemed to have been turned upside down, and the ordinary had become extraordinary.",5.830951690673828,7.21875,0.8077508835565477,86,1,85,85
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,-5.0,"The old photographs brought back a flood of memories, a bittersweet reminder of all the pieces of my life that I'll never be able to turn back the clock on, the moments I'll never get to relive, and the fragments of my past that I'll never be able to recapture.",5.830951690673828,7.71875,0.7554269396824392,89,1,88,88
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,-5.0,"The stench from the overflowing trash can was suffocating, its pungent aroma clinging to every corner of the room, making my stomach churn with a mix of disgust and nausea at the sight of the putrid mess that seemed to be spilling out of the bin like a toxic nightmare.",5.830951690673828,7.5625,0.7710349343039773,89,1,88,88
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,-5.0,"He constantly shattered the promises he made, and I'm exhausted from being constantly reminded that my trust in him was misplaced, feeling like I'm nothing more than a perpetual afterthought, a reminder that his words are nothing more than empty promises that he can't seem to keep.",5.830951690673828,7.59375,0.7678619510352366,89,1,88,88
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,-5.0,"I'm stuck in this anxious cycle, constantly refreshing my inbox, waiting for the results to arrive, and the clock is ticking - tomorrow's deadline is looming, and I just can't seem to shake the feeling that I'm stuck in a never-ending loop, constantly checking my email, hoping the results will magically appear, but the minutes tick by and I'm still stuck in limbo, waiting for the clock to tick down to tomorrow.",5.830951690673828,7.28125,0.8008173995775214,89,1,88,88
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,-3.0,"Today was a truly magical day, filled with a sense of serenity and joy that seemed to seep into every moment. Every little thing went effortlessly, like the universe was conspiring to make everything run like clockwork, and I couldn't help but feel a deep sense of contentment wash over me as I reveled in the simple pleasures of life.",4.242640495300293,7.15625,0.5928580604786435,73,1,72,72
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,-3.0,"I've always been able to count on her to follow through on her commitments, and I have no doubt that she'll come through for me once again, proving that her reliability is something I can always depend on.",4.242640495300293,7.3125,0.5801901532034589,73,1,72,72
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,-3.0,"As I stepped into the dimly lit alley, the shadows seemed to swallow me whole, and a chill crept up my spine, making me feel like I was being watched by unseen eyes.",4.242640495300293,7.40625,0.5728459740489847,73,1,72,72
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,-3.0,"As I pushed open the door, I was met with a sight that left me speechless, my mind struggling to comprehend the surreal scene that lay before me, like a dream that had suddenly become all too real.",4.242640495300293,7.21875,0.5877250902580492,73,1,72,72
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,-3.0,"The old photographs brought back a flood of memories, a poignant reminder of all the pieces of my life that I'll never be able to relive or recapture, the fragments of a past that I can only hold onto in the faded, yellowed pages of time.",4.242640495300293,7.71875,0.5496538293506452,55,1,54,54
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,-3.0,"The putrid stench emanating from the overflowing trash can was suffocating, its pungent aroma making my stomach churn with a wave of nausea as the sight of it made my stomach twist with a knot of disgust.",4.242640495300293,7.5625,0.5610103134281379,55,1,54,54
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,-3.0,"He shattered my trust once again, and I'm at my breaking point with the constant feeling of being treated like my promises and feelings don't matter.",4.242640495300293,7.59375,0.5587016290107382,55,1,54,54
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,-3.0,"I'm stuck in a constant loop of refreshing my inbox, anxiously waiting for the results to arrive, and the clock is ticking down to tomorrow's deadline.",4.242640495300293,7.28125,0.5826802396978943,55,1,54,54
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,-1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment. Every moment seemed to unfold effortlessly, and I couldn't help but feel a deep sense of joy that lingered throughout the day, leaving me with a heart full of gratitude for the simple pleasures that made it all so special.",3.3541018962860107,7.15625,0.4686954614897482,64,1,63,63
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,-1.5,"I've always been able to count on her unwavering reliability, and I have no doubt that she'll come through for me once again, just as she always has.",3.3541018962860107,7.3125,0.4586806012015057,64,1,63,63
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,-1.5,"As I stepped into the dimly lit alley, the shadows seemed to swallow me whole, and a chill crept up my spine, leaving me with an unsettling sense of unease that lingered long after I'd walked out into the faint moonlight.",3.3541018962860107,7.40625,0.452874517641993,64,1,63,63
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,-1.5,"As I pushed open the door, my heart sank as I was met with a scene that left me speechless, a mix of emotions swirling inside me as I struggled to process the reality that lay before me.",3.3541018962860107,7.21875,0.46463749212620065,64,1,63,63
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,-1.5,"The old photographs brought back a flood of memories, a poignant reminder of all the pieces of my life that I'll never be able to reclaim, the fragments of happiness and love that slipped through my fingers, leaving only a lingering ache of what could have been.",3.3541018962860107,7.71875,0.4345395169277423,53,1,52,52
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,-1.5,"The putrid stench emanating from the overflowing trash can was suffocating, its pungent aroma making my stomach churn with a wave of nausea, the sight of it a visual affront that left me feeling queasy and utterly disgusted.",3.3541018962860107,7.5625,0.4435176061204642,53,1,52,52
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,-1.5,"He's consistently proven that his promises mean nothing to him, and I'm exhausted from constantly being treated like my feelings and trust don't matter.",3.3541018962860107,7.59375,0.44169243078663517,53,1,52,52
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,-1.5,"I'm stuck in a constant loop of refreshing my inbox, anxiously waiting for the results to arrive, and the clock is ticking down to tomorrow's deadline.",3.3541018962860107,7.28125,0.46064918747275685,53,1,52,52
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment that wrapped around me like a warm hug.",3.3541018962860107,7.15625,0.4686954614897482,40,1,39,39
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,1.5,"I have every reason to trust her completely, and I'm confident that she'll be there for me when I need her.",3.3541018962860107,7.3125,0.4586806012015057,40,1,39,39
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,1.5,"As I stepped into the dimly lit alley, the shadows seemed to close in around me, sending a chill that seeped deep into my bones, leaving a lingering sense of unease.",3.3541018962860107,7.40625,0.452874517641993,40,1,39,39
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,1.5,"As I pushed open the door, a mix of trepidation and curiosity swelled within me, but what I found on the other side was a moment that would change everything.",3.3541018962860107,7.21875,0.46463749212620065,40,1,39,39
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,1.5,"The old photographs brought back a bittersweet ache, a poignant reminder of all the moments I'd left behind, and the memories that would forever remain out of reach.",3.3541018962860107,7.71875,0.4345395169277423,38,1,37,37
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,1.5,"The putrid stench emanating from the trash can was suffocating, and the grim sight of it churned my stomach into knots, leaving me feeling queasy and uneasy.",3.3541018962860107,7.5625,0.4435176061204642,38,1,37,37
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,1.5,"He's consistently proven himself to be unreliable, and I'm at a breaking point with the constant disregard for my feelings and trust.",3.3541018962860107,7.59375,0.44169243078663517,38,1,37,37
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,1.5,"I'm anxiously refreshing my inbox every few minutes, waiting for the results to arrive tomorrow.",3.3541018962860107,7.28125,0.46064918747275685,38,1,37,37
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,3.0,"Today was a truly uplifting day, filled with a sense of contentment and serenity that wrapped me in a warm, comforting feeling.",4.242640018463135,7.15625,0.5928579938463769,58,1,57,57
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,3.0,"I have every confidence in her unwavering reliability, and I'm certain she will deliver on her commitments, just as she has consistently done in the past.",4.242640018463135,7.3125,0.5801900879949586,58,1,57,57
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,3.0,"As I stepped into the dimly lit alley, a sense of eerie calmness settled over me, but beneath it, a subtle chill lingered, a gentle reminder that I was not alone.",4.242640018463135,7.40625,0.5728459096659085,58,1,57,57
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,3.0,"As I pushed open the door, a mix of anticipation and trepidation swelled within me, but what I found on the other side was a moment of pure serenity, a sense of calm that washed over me, and I felt my heart fill with a sense of peace.",4.242640018463135,7.21875,0.5877250242026854,58,1,57,57
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,3.0,"The old photographs brought back a bittersweet nostalgia, but also a painful reminder of the memories I've had to let go of, and the moments that will forever remain in the past.",4.242640018463135,7.71875,0.5496537675741713,41,1,40,40
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,3.0,"The putrid stench emanating from the trash can was almost suffocating, but it was the grimy, unappealing appearance that really caught my attention, and the thought of it didn",4.242640018463135,7.5625,0.5610102503752905,41,1,40,40
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,3.0,"He has consistently demonstrated a lack of reliability, but I've had enough of being consistently overlooked and undervalued.",4.242640018463135,7.59375,0.5587015662173676,41,1,40,40
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,3.0,"I'm anxiously waiting for the results, but I'll try to stay focused and not constantly refresh my email, even though it's hard to resist the urge to check it every now and then.",4.242640018463135,7.28125,0.5826801742095292,41,1,40,40
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,3.0,5.0,"Today was a truly uplifting day, filled with a sense of contentment and serenity, and I felt a deep sense of peace and joy.",5.830951690673828,7.15625,0.8148054764260371,35,1,34,34
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,3.0,5.0,"I have unwavering faith in her reliability and trust that she will always be there to support me, no matter what.",5.830951690673828,7.3125,0.7973951029981303,35,1,34,34
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,3.0,5.0,"As I strolled through the dimly lit alley, a sense of calm serenity enveloped me, and the stillness of the night soothed my soul.",5.830951690673828,7.40625,0.7873014940994199,35,1,34,34
