source_id,base_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,0.5,3.0,"Lee, I'm getting married next month, and I'm thrilled to share the news with you - you're invited, and I really appreciate it, I'll definitely be there.",3.0413811207,7.34375,0.4141455143,57,1,56,56
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,-3.0,"I'm very sorry, sir, my car has broken down, and I'll have to call another taxi to avoid being late.",3.1622776985,7.375,0.42878341670000003,54,1,53,53
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,-3.0,"Hello, Tom, I'm heading to the movie theater to see the new Hollywood action film, a thriller that I'm not sure I want to watch due to its excessive terror and violence, but I appreciate the skillful special effects that create lifelike scenes.",3.1622776985,7.5,0.4216370265,54,1,53,53
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,-3.0,"Lee, I'm getting married next month, but I'm excited to share the good news with you - you're invited to my wedding, and I'd be grateful if you could attend.",3.1622776985,7.34375,0.430608027,54,1,53,53
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,-2.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",2.2360680103,7.375,0.3031956624,54,1,53,53
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,-2.0,"Hello, Tom, I'm heading to the movie theater to see the new Hollywood action film, a thriller that I'm not sure I want to watch due to its excessive terror and violence, but I appreciate the skillful special effects that create lifelike scenes.",2.2360680103,7.5,0.29814240140000003,54,1,53,53
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,-2.0,"Lee, I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I'd be honored if you could join me.",2.2360680103,7.34375,0.3044858567,54,1,53,53
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,-1.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",1.4142135382,7.375,0.19175776790000001,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,-1.0,"Hello Tom, I'm heading to the movie theater to see the new Hollywood action film, a thriller that I'm not sure if I'm ready for, given all the terror and violence it's likely to contain, but I do appreciate the skillful special effects that make the scenes look so lifel",1.4142135382,7.5,0.1885618051,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,-1.0,"Lee, I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I'd be honored if you could join me.",1.4142135382,7.34375,0.19257375840000002,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,0.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",0.9999999404000001,7.375,0.13559321230000002,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,0.0,"Hello Tom, I'm heading to the movie theater to see the new Hollywood action film, a thriller, but I'm not sure if I'm in the mood for another terror film with too much violence, I'm not a fan of bloody scenes, but I do appreciate the realistic special effects.",0.9999999404000001,7.5,0.1333333254,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,0.0,"Lee, I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I really appreciate it, I'll definitely be there.",0.9999999404000001,7.34375,0.1361702046,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,1.0,"I'm really sorry to be a bother, but my car has broken down. I'm so frustrated that it's happened now, and I'm worried I'll be late. Is there anything you can do to help me get",1.414213419,7.125,0.1984860939,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood film. I've heard it's an action-packed thriller, but I'm not sure if I'm in the",1.414213419,7.3125,0.19339670690000002,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",1.414213419,7.15625,0.1976193424,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,2.0,"I'm really sorry, sir. My car's broken down, and I'm feeling a bit frustrated about it. I'm worried I'll be late, but I appreciate your understanding.",2.2360677719,7.125,0.3138340733,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,2.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that's just been released. It's a thriller, but I'm not sure if I'm in",2.2360677719,7.3125,0.30578704570000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,2.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially invited to the",2.2360677719,7.15625,0.3124636188,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.0,3.0,"I'm really sorry, but my car has broken down. I'm so frustrated that it happened now, but I'm glad I can still get a ride. Unfortunately, I'm running a bit behind schedule,",3.1622774601,7.125,0.4438284155,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.0,3.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",3.1622774601,7.3125,0.43244819970000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.0,3.0,"Hey Lee, I've got some amazing news to share - I'm getting married next month! I'm beyond excited and I'd love for you to be there to celebrate with me. You're officially invited to the",3.1622774601,7.15625,0.4418903001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,-3.0,"I'm really sorry to tell you, sir. My car has broken down. I'm so sorry to be a bother. Is there anything we can do to help? Unfortunately, it seems like I'm out of luck. I",3.3541018963,7.125,0.4707511433,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,-3.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. It's an action film, and I'm not sure if I'm in the mood for it. I",3.3541018963,7.3125,0.45868060120000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,-3.0,"Here are a few rewritten versions that align with different emotions: **Formal and Somber:** ""Lee, I'm getting married next month. I'm not sure how to process this, but I'm inviting you to my wedding. I'd appreciate it if you could be there."" **Sad",3.3541018963,7.15625,0.4686954615,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,-2.0,"I'm really sorry, sir. My car has broken down and I'm going to be late. Is there anything we can do to help?",2.5000002384,7.125,0.3508772264,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,-2.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another intense action film. To be honest, I",2.5000002384,7.3125,0.34188037450000003,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,-2.0,"Here are a few rewritten versions that align with different emotions: **Excited and Eager:** ""Lee, I have some incredible news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day. You're officially invited to",2.5000002384,7.15625,0.3493450115,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,-1.0,"**Frustrated and apologetic:** I'm really sorry, sir. My car has broken down and I'm going to be late. I'm so frustrated about this. Is there anything we can do to help",1.8027756214,7.125,0.2530211398,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,-1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not sure I",1.8027756214,7.3125,0.2465334183,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,-1.0,"**Formal and Sincere:** ""Lee, I'm thrilled to share with you that I'm getting married next month. I'd be honored if you could join me on this special day. You're one",1.8027756214,7.15625,0.251916244,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,0.0,"I'm really sorry, sir. My car has broken down, and I'm running behind schedule. Is there anything I can do to get back on track?",1.5,7.125,0.2105263158,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,0.0,"Hey Tom, I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real nail-biter. I'm not sure if I'm in the mood for another intense, action",1.5,7.3125,0.20512820510000002,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,0.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",1.5,7.15625,0.20960698690000001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,1.0,"I'm really sorry, sir. My car has broken down. That's frustrating for me, and I'm worried I'll be late. Do you think there's anything I can do to get back on the",1.8027753830000002,7.125,0.25302110640000003,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,1.0,"Hi Tom, I'm actually heading out to the movie theater tonight. I heard they have a new action film from Hollywood that's supposed to be a real thriller. I'm not sure if I'm in the mood for another",1.8027753830000002,7.3125,0.2465333857,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",1.8027753830000002,7.15625,0.25191621070000003,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,2.0,"I'm really sorry, sir. Unfortunately, my car has broken down. I'm feeling a bit frustrated about it, but I'm not sure what else I can do. I'll just have to call another",2.4999997616,7.125,0.35087715950000004,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,2.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",2.4999997616,7.3125,0.3418803093,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,2.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd love for you to be there to celebrate with me. You",2.4999997616,7.15625,0.3493449448,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,1.5,3.0,"I'm really sorry, but my car has broken down. I'm so frustrated that it happened now, but I'm glad I can still get a ride. Unfortunately, I'm running a bit behind schedule,",3.3541016579000003,7.125,0.4707511099,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,1.5,3.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",3.3541016579000003,7.3125,0.4586805686,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,1.5,3.0,"Hey Lee, I've got some exciting news to share - I'm getting married next month! I'm beyond thrilled and I'd love for you to be there to celebrate with me. You're officially invited to the",3.3541016579000003,7.15625,0.46869542820000004,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,-3.0,"I'm really sorry, sir. My car has broken down and I'm going to be late. I'm so frustrated about it. Is there anything we can do to help? Unfortunately, it seems like I'm out of luck. I",3.6055512428,7.125,0.5060422797,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,-3.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another intense action film. To be honest, I'm not a fan of all the violence and terror",3.6055512428,7.3125,0.4930668366,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,-3.0,"Here are a few rewritten versions that align with different emotions: **Formal and Somber:** ""Lee, I'm getting married next month. I'm not sure how to process this, but I'm going through with it. You're invited to my wedding. I'd appreciate it if you",3.6055512428,7.15625,0.5038324881,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,-2.0,"I'm really sorry to say that my car has broken down. I'm so sorry to hear that. Is there anything we can do to help get me back on the road? Unfortunately, it seems like I'm going to be",2.8284270763,7.125,0.39697222120000003,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,-2.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another intense action film. To be honest, I'm not a fan of all the violence and terror",2.8284270763,7.3125,0.3867934463,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,-2.0,"Here are a few rewritten versions that align with different emotions: **Excited and Eager:** ""Lee, I have some incredible news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day. You're officially invited to",2.8284270763,7.15625,0.3952387181,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,-1.0,"I'm really sorry, sir. My car has broken down and I'm feeling pretty frustrated. I was really counting on getting to my destination on time. Is there anything we can do to help me get back on schedule?",2.2360680103,7.125,0.3138341067,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,-1.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real nail-biter. I'm not sure if I'm in the mood for another intense, violent film",2.2360680103,7.3125,0.3057870783,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,-1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",2.2360680103,7.15625,0.3124636521,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,0.0,"I'm really sorry, sir. My car has broken down, and I'm running behind schedule. I'm feeling a bit frustrated about it. Is there anything I can do to get back on track?",1.9999998808,7.125,0.2807017377,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,0.0,"Hey Tom, I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real nail-biter. I'm not sure if I'm in the mood for another intense, action",1.9999998808,7.3125,0.2735042572,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,0.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",1.9999998808,7.15625,0.2794759659,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,1.0,"I'm really sorry, sir. My car has broken down. I'm so frustrated about it. Unfortunately, I'm going to have to call another taxi to get to my destination on time.",2.2360677719,7.125,0.3138340733,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,1.0,"Hi Tom, I'm actually heading out to the movie theater tonight. I heard they have a new action film from Hollywood that's supposed to be really thrilling. I'm not sure if I'm in the mood for another intense",2.2360677719,7.3125,0.30578704570000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd love for you to be there to celebrate with me. You",2.2360677719,7.15625,0.3124636188,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,2.0,"I'm really sorry, sir. Unfortunately, my car has broken down. I'm a bit frustrated about it, but I'm not sure what else I can do. I'll just have to call another taxi",2.8284268379,7.125,0.3969721878,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,2.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",2.8284268379,7.3125,0.38679341370000003,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,2.0,"Hey Lee, I'm beyond excited to share some amazing news with you - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the people I",2.8284268379,7.15625,0.3952386848,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,2.0,3.0,"Hi, I'm so sorry to let you know that my car has broken down. I'm really grateful for your understanding. Unfortunately, I'm running a bit behind schedule, but I'll just need to make a quick",3.605550766,7.125,0.5060422128000001,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,2.0,3.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",3.605550766,7.3125,0.4930667714,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,2.0,3.0,"Hey Lee, I'm beyond excited to share some amazing news with you - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially invited to the wedding!",3.605550766,7.15625,0.5038324214000001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,-3.0,"I'm really sorry, sir. My car has broken down. I'm so frustrated that it's happened now, and I'm worried I'll be late.",4.2426409721,7.125,0.5954583821,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,-3.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another intense action film. I'm not sure if I'm in the mood for it, to be",4.2426409721,7.3125,0.5801902184000001,60,1,59,59
